iter	MultiClass
416	0.003481748972
417	0.003473494673
418	0.00346554549
419	0.003461261253
420	0.003455064763
421	0.003447892161
422	0.003438118734
423	0.003432160579
424	0.003426379396
425	0.003410318398
426	0.0034006959
427	0.0033935195
428	0.003383671453
429	0.003376236313
430	0.003361044953
431	0.003354119741
432	0.003342828868
433	0.003334541733
434	0.003327204272
435	0.00331845776
436	0.003302513434
437	0.003295188121
438	0.003287852368
439	0.003278485964
440	0.003269642737
441	0.003261104342
442	0.003253191421
443	0.003248515882
444	0.003238296223
445	0.003228401455
446	0.003218870975
447	0.003211186119
448	0.003202977748
449	0.00319358132
450	0.003187402897
451	0.003179897175
452	0.003174120536
453	0.003166921584
454	0.003159634879
455	0.003148288729
456	0.003139628447
457	0.00313415082
458	0.003127467772
459	0.00312077525
460	0.003114983336
461	0.003107865526
462	0.003100255544
463	0.003095202105
464	0.003086443063
465	0.003081447174
466	0.003073751076
467	0.003065166579
468	0.003058480535
469	0.003048361412
470	0.003041170855
471	0.00303378864
472	0.003027193167
473	0.003020970977
474	0.003012715663
475	0.003005953108
476	0.003001077367
477	0.00299350156
478	0.002986990259
479	0.002979382777
480	0.002974032283
481	0.002967241492
482	0.002960768636
483	0.002956202759
484	0.002948649691
485	0.002938881852
486	0.002931083768
487	0.002925807499
488	0.00292071211
489	0.002915164231
490	0.002909681288
491	0.002902526518
492	0.002889931542
493	0.002884325361
494	0.00287842577
495	0.002871384059
496	0.002862838401
497	0.002857907494
498	0.002851281054
499	0.002845951777
